domain,url,status,title,h1,h2_headings,file_status,topic_cluster,cluster_score,interim_triage,redirect_to_url
nakanodent.com,https://nakanodent.com/blog/archives/8103/,200,オールオンフォー　ザイゴマインプラントの編集で岡山の歯医者がメルボルンへ！ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C09_インプラント・全顎・オールオン4,0.4598,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7060/,200,オールオン4治療の費用はいくら？保険適用にはなるのか？ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C07_インプラント・基礎理解,0.4905,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7696/,200,マウスピース矯正　インビザライン　ジャパンフォーラム　その１ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@今から思えばその二人は大学の同級生夫婦では無いと言われていたが深夜の12時に二人で飲みに来るとは？@@私はお邪魔でしたよね！@@大変申し訳ありませんでした！！,,正常,C01_マウスピース矯正・基礎理解,0.5012,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8471/,200,【注意喚起】セルフホワイトニングのトラブルが急増中！岡山の歯科医が警鐘を鳴らします 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@【注意喚起】セルフホワイトニングのトラブルが急増中！岡山の歯科医が警鐘を鳴らします,"▶ セルフホワイトニングとは？, ▶ セルフホワイトニングで実際にあったトラブル, ▶ なぜセルフホワイトニングで問題が起きるのか？, ▶ 歯科医院でのホワイトニングのメリット, ▶ セルフホワイトニングを検討中の方へ, ▶ まとめ｜ホワイトニングは歯科医院で安全・安心に, 📍岡山でホワイトニングをお考えなら",正常,C19_ホワイトニング・基礎と方式,0.5305,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8724/,200,登坂、下り坂、ま坂 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@でもね、私は決してあきらめない！！@@100年継続する歯科医院を作るために@@決してあきらめない！！！@@,,正常,C10_インプラント・リスクと医院選び,0.4458,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7526/,200,誰もが嫌なお口の匂い　口臭の原因と歯科治療 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C26_自費メンテナンス・予防,0.4225,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7670/,200,日本糖尿病協会登録歯科医院 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C28_歯周病治療と再生療法,0.4174,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7662/,200,今年26回目のオールオン４（オールオンフォー）のオペ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@負けた！！,,正常,C09_インプラント・全顎・オールオン4,0.4539,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7186/,200,11月8日は「いい歯の日」 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C02_マウスピース矯正・ブランド比較,0.2117,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8403/,200,【今年30回目のオールオンフォー手術】静脈内鎮静法で患者さんも安心のインプラント治療｜岡山の歯科ブログ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,【今年30回目のオールオンフォー手術】静脈内鎮静法で患者さんも安心のインプラント治療｜岡山の歯科ブログ,正常,C41_カウンセリング・初診・無料相談,0.4913,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7444/,200,オールオン４　ザイゴマインプラントセミナ－　メルボルンその１ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@頼んだ火鍋は辛くて辛くて私の体は上からも下からも火を吐いた。,,正常,C09_インプラント・全顎・オールオン4,0.4999,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7193/,200,3分でわかるオールオン4のメリットとデメリット 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C01_マウスピース矯正・基礎理解,0.5326,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8237/,200,金持ち歯医者さん vs 貧乏歯医者さん 〜成功する歯科医院の秘訣〜 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C39_患者の声・口コミ,0.3554,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7992/,200,12月にグレーター・ニューヨーク歯科会議に参加するためニューヨークに行ってきました 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C19_ホワイトニング・基礎と方式,0.4849,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8029/,200,岡山市の歯医者の事前準備の進め方 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C09_インプラント・全顎・オールオン4,0.4614,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7121/,200,喫煙していてもインプラントは受けられる？「インプラント」と「喫煙」の関係性について 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C07_インプラント・基礎理解,0.4886,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/6386/,200,バンコクから成田へ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C05_マウスピース矯正・大人の矯正,0.2165,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7949/,200,サンパウロでオールオンフォー　ザイゴマインプラント研修　その５ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C09_インプラント・全顎・オールオン4,0.4429,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7905/,200,北海道　医院旅行　その３ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@「本日２名で入ることが出来る時間はありますでしょうか？」@@「申し訳ありません、本日はイベントがあるためにこれ以上のお客様の来店は全てお断りしています！」@@エッ！ 無理？？ オーマイガーッ！！！,,正常,C34_院長・医師プロフィール,0.3011,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7913/,200,北海道旅行　その４ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@ごめんなさい！院長の私の日ごろの行いが悪いから雨が降ったんです。@@このお店の年間パスがあれば本気で買おうかと悩むニュ－ハーフ好きの院長だった。,お勘定はいくらになるの？,正常,C10_インプラント・リスクと医院選び,0.4371,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7068/,200,現在のインプラント、未来のインプラント 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C07_インプラント・基礎理解,0.4824,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/6435/,200,歯のホワイトニングキャンペーン 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C19_ホワイトニング・基礎と方式,0.5098,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7376/,200,食後の爪楊枝でいつも出血します、歯医者さんに行った方が良いでしょうか？ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C28_歯周病治療と再生療法,0.3857,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/6361/,200,そしてローマその１ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C42_医院の取り組み・理念・特色,0.276,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7389/,200,今年初めてのオールオン４（インプラント）のオペが無事に終わりました。 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C09_インプラント・全顎・オールオン4,0.5235,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7704/,200,歌舞伎町のホテル 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@ここは法治国家の日本だよね。@@歌舞伎町はホテルの外もホテルの中も怖かった。,,正常,C09_インプラント・全顎・オールオン4,0.4427,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8097/,200,オールオンフォー　ザイゴマインプラントセミナー　その４？　岡山の歯医者 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C09_インプラント・全顎・オールオン4,0.4435,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7063/,200,なぜ人間は歯を失うとまずいのか？  インプラント、入れ歯、ブリッジ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@プリンちゃんは動物病院で、怖くて、痛くて、悲しくて涙を流したと思います。@@プリンちゃんの歯科医療費は保険は適応されず全ては自由診療ですから、私はその後請求書を見て高くて、怖くて、悲しくて涙を流しました。@@人間も歯を失うと大変です。@@人間ならインプラントや、矯正やセラミック治療を希望されなければ、保険での治療も可能です。@@もし歯科医院に行くのを放置しているのらここで決意して明日の朝にでも歯科医院に予約を取る電話をかけて下さい。,,正常,C07_インプラント・基礎理解,0.4961,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8720/,200,カムログインプラント日本発売25周年を迎えて 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C07_インプラント・基礎理解,0.421,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8398/,200,【27回目のオールオンフォー】上下28本抜歯・インプラント埋入手術を行いました｜岡山の歯医者ブログ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@【27回目のオールオンフォー】上下28本抜歯・インプラント埋入手術を行いました｜岡山の歯医者ブログ,"◆ オールオンフォー（All-on-4）とは？, ◆ 28本の抜歯＋インプラント埋入を同時に行う意味, ◆ 静脈内鎮静法で“眠っている間に”手術が終わる, ◆ 岡山でオールオンフォーをご検討の方へ, ◆ 最後に｜「入れ歯で悩む人生」からの卒業を",正常,C07_インプラント・基礎理解,0.4624,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7529/,200,口ゴボ（上下顎前突）の矯正治療 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C16_ワイヤー矯正・基礎と装置選択,0.4435,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7660/,200,日本オールオンフォー・ザイゴマインプラント協会で ゲスト講師として発表して来ました。 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@どうやらゲスト講師の私の到着を皆さん20分も待たれていたらしい。@@大丈夫！明日の講演を頑張れば今日の20分は挽回できる！！@@大丈夫、きっと大丈夫！！！,,正常,C09_インプラント・全顎・オールオン4,0.4424,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7037/,200,オールオン4治療に関する質問 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@オールオン４を検討されているあなた、宜しければインプラント無料相談でも結構ですから一度お越しになりませんか？,,正常,C09_インプラント・全顎・オールオン4,0.4789,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7264/,200,ニューヨークの物価は高い 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,これで1泊8万円、日本のビジネスホテルの,正常,C08_インプラント・術式と材料選択,0.2853,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/6773/,200,インプラントは何年もちますか？ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C11_インプラント・治療後とメンテナンス,0.4304,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/6306/,200,悩みは深い！RSKテレビ出演！！ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@しかし、これはもしかして私の後釜の先生か？@@私は首になるのか？@@悩む！！本当に悩む！！！,,正常,C28_歯周病治療と再生療法,0.2893,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7272/,200,Greater NYC Dental Conference 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C26_自費メンテナンス・予防,0.3875,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7147/,200,抜歯後の痛み　ドライソケットについて 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C18_矯正方法の比較検討,0.3054,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7016/,200,インプラント治療を後悔しないための重要なポイント 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C07_インプラント・基礎理解,0.4566,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8716/,200,インプラント治療についての岡山市の方からの質問 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C07_インプラント・基礎理解,0.4604,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7657/,200,オールオンフォー（オールオン4）インプラント治療のメリットとデメリット 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C09_インプラント・全顎・オールオン4,0.516,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/6846/,200,院長、黒帯取ったってよ！ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@しかし、昇段試験で右肩を痛めた私は今日の練習後に、知り合いの整形外科を受診したことは内緒にして下さい。,,正常,C34_院長・医師プロフィール,0.289,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8393/,200,【62歳の挑戦】なぜ今も学び続けるのか？岡山の歯科医師としての私の想い 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@【62歳の挑戦】なぜ今も学び続けるのか？岡山の歯科医師としての私の想い｜岡山なかの歯科・矯正歯科クリニック 院長ブログ,"◆ 医療は日進月歩。止まった瞬間に“過去の医療”になる, ◆ 最新治療を“岡山で受けられる”意味, ◆ 年齢を重ねた今だからこそ感じる「成長の必要性」, ◆ 患者さまの「信頼」を裏切らないために, ◆ 最後に｜岡山の皆さまへ",正常,C09_インプラント・全顎・オールオン4,0.4578,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7541/,200,「お口ポカン」、口唇閉鎖不全症とは？ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C02_マウスピース矯正・ブランド比較,0.2331,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7350/,200,「妊娠中でも歯の治療はできますか？」 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C27_一般歯科・虫歯と痛み,0.3991,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7708/,200,安藤歯科でのオールオンフォー、ザイゴマインプラント　プライベートセミナー 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@しかし、そこまで褒められるとKAVOのCTがドンドンと欲しくなる私@@歯科用CTって、1500万円から2000万円は普通にする。@@じっと手を見る！！,,正常,C09_インプラント・全顎・オールオン4,0.4914,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7106/,200,「女性が輝くため」のセミナー 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@「すみません、こんなことを言うと驚かれるかもしれませんがすぐに私の脳裏に浮かんだ言葉は、浮かんだ言葉は。。@@ @@ @@ @@ @@ @@ @@ @@「女装（じょそう）です！！」@@「女装ですか？いいじゃないですか！！」笑！笑！！笑！！！@@安全、安心でポジティブな場所はどこにもない！,,正常,C42_医院の取り組み・理念・特色,0.2694,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8095/,200,オールオンフォー　ザイゴマインプラント研修　その３　岡山の歯医者が 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C09_インプラント・全顎・オールオン4,0.4429,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/6354/,200,そしてローマ その２ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C02_マウスピース矯正・ブランド比較,0.262,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8032/,200,タイの歯科医院、ベトナムの歯科医院 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C42_医院の取り組み・理念・特色,0.2674,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/6383/,200,ローマ　チューリッヒ　バンコクへ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,要確認（ファイル名フラグ）,C07_インプラント・基礎理解,0.3943,要確認,
nakanodent.com,https://nakanodent.com/blog/archives/8247/,200,従来の全体インプラント治療とオールオンフォーどこが違うの？ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C07_インプラント・基礎理解,0.4783,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7968/,200,サンパウロでオールオンフォー、ザイゴマインプラント研修　その１３ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C09_インプラント・全顎・オールオン4,0.4425,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7115/,200,怖くないインプラント、静脈内鎮静セデーション 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C07_インプラント・基礎理解,0.4955,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7638/,200,カリエスプロ（カリソルブ）で変わる虫歯治療の新標準 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C27_一般歯科・虫歯と痛み,0.3928,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/6843/,200,All-on-4（オールオンフォー）: 新しい歯科革命 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C09_インプラント・全顎・オールオン4,0.5138,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/6837/,200,インプラント治療中に気をつけるべきポイント 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C11_インプラント・治療後とメンテナンス,0.4979,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8146/,200,本日2月19日に実行したことが これから9年に渡って影響すると言う100の日と言われる スーパーディだったことをご存じでしょうか？ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C34_院長・医師プロフィール,0.2865,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7260/,200,ニューヨークに本当の江戸前寿司のお寿司屋が出来ます。 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@また１つ私が毎年ニューヨークに来る理由が見つかった。,食事の話をすると、私は今までに食事をして,正常,C05_マウスピース矯正・大人の矯正,0.2593,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7034/,200,インプラント周囲炎：治療と予防について 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C11_インプラント・治療後とメンテナンス,0.5147,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/6771/,200,海外の航空券予約サイトはやばい 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C02_マウスピース矯正・ブランド比較,0.3028,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8797/,200,「虫歯＝削って治す」時代は、終わるのか？ 世界の歯科医療を揺るがす“痛くない虫歯治療”の衝撃 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,「虫歯＝削って治す」時代は、終わるのか？,正常,C27_一般歯科・虫歯と痛み,0.4479,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/6303/,200,2023年 年男 中野浩輔の抱負 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C42_医院の取り組み・理念・特色,0.303,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7110/,200,総入れ歯の治療の進め方: 歯科医師のアドバイス 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C41_カウンセリング・初診・無料相談,0.399,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7344/,200,40代の女性ですが、家族から口臭を指摘されました、 歯科医院で治りますか？ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C28_歯周病治療と再生療法,0.449,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7714/,200,オールオン４，ザイゴマインプラントのセミナーから新宿の寿司屋さんへ！ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@クラブ？？@@クラブ？？？,"妻にLINEで報告すると, ショック！！",正常,C09_インプラント・全顎・オールオン4,0.4529,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/6364/,200,ローマからプーリア州のバーリへ！ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C23_マイクロスコープ精密治療,0.4687,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8093/,200,オールオンフォー、ザイゴマインプラント研修　その２　岡山の歯医者が 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C09_インプラント・全顎・オールオン4,0.4421,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7655/,200,静脈内鎮静法（セデーション）を使ったインプラント治療のメリット 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C09_インプラント・全顎・オールオン4,0.4496,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8390/,200,【オールオンフォー今年２６回目 】上顎6本抜歯後に4本のインプラント埋入｜岡山での即日固定治療レポート 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@【オールオンフォー今年２６回目 】上顎6本抜歯後に4本のインプラント埋入｜岡山での即日固定治療レポート,"◆ 本日の症例：上顎6本抜歯＋4本のインプラント埋入, ◆ オールオンフォーとは？｜岡山でも注目される最新のインプラント治療, ◆ 抜歯即時埋入とは？メリットと注意点, ◆ 岡山でオールオンフォーを受ける際に確認すべきポイント, ◆ 最後に｜オールオンフォーで人生を変えた患者さまへ、私たちの願い",正常,C07_インプラント・基礎理解,0.5015,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7543/,200,院長がNHKの「所さん事件ですよ！」の番組に出るんですよ！ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C19_ホワイトニング・基礎と方式,0.4308,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/6437/,200,歯医者が10年ぶりに車を購入 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C42_医院の取り組み・理念・特色,0.2729,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7953/,200,サンパウロでオールオンフォー、ザイゴマインプラント研修　その６ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C09_インプラント・全顎・オールオン4,0.4526,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8141/,200,東京のホテルが凄く高い！ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@,,正常,C09_インプラント・全顎・オールオン4,0.444,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7723/,200,最新の歯の根管治療 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,じっと手を見る。,正常,C23_マイクロスコープ精密治療,0.4281,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8794/,200,メルボルン　オールオンフォー　ザイゴマインプラント　ラスト 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C09_インプラント・全顎・オールオン4,0.5011,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7257/,200,憧れのピータールーガーへ！ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@トラブルに慣れている妻はUberの中でエイジングビーフで有名なマンハッタンのレストランはこれだけあると私にスマホを渡した。@@本当に頼りになる妻である。 ﾞ,,正常,C26_自費メンテナンス・予防,0.3145,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7022/,200,インプラント治療の利点と進め方 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C07_インプラント・基礎理解,0.4805,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8707/,200,テイラースイフトが通う地中海料理レストラン 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C07_インプラント・基礎理解,0.4145,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/6768/,200,極真空手でトラブルが！ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C07_インプラント・基礎理解,0.4386,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7030/,200,岡山大学歯学部サッカー部会長をやめました。 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@その頃から私は記憶がない。@@バー北田の奥様に失礼なことを言っていないか？それだけが大きな気がかりである。@@清田先生、頑張って下さいね。でも先生今度50歳なんて若手では無かったね！,,正常,C09_インプラント・全顎・オールオン4,0.3991,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7482/,200,歯科医院での根管治療について 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C09_インプラント・全顎・オールオン4,0.5042,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8307/,200,歯の神経を取ると言われたら 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@根管治療の腕が良い先生の元でその歯が長期間長持ちすることをお祈りします。,,正常,C21_セラミック治療・基礎と適応,0.4545,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7644/,200,イタリアの歯科医院 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C09_インプラント・全顎・オールオン4,0.3026,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8882/,200,「前歯を抜いてインプラント」と言われたあなたへ〜本当にその歯は残せないのか？〜 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック,,正常,C23_マイクロスコープ精密治療,0.4923,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/7966/,200,サンパウロでオールオンフォー、ザイゴマインプラント研修その１２ 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@しかしこの英語脳も日本に帰ると２４時間程度で元に戻ると思う。@@歯科で最新の情報を得るためにはやはり英語の能力は必須であると感じた。,,正常,C09_インプラント・全顎・オールオン4,0.4419,維持・部分更新,
nakanodent.com,https://nakanodent.com/blog/archives/8252/,200,私は本来は人前で話すことは得意ではない。 岡山なかの歯科・矯正歯科クリニック,岡山なかの歯科・矯正歯科クリニック @@しかし50名を超すスタッフの生活を守るため彼ら彼女たちに正しい生き方働き方を伝えるために明日も緊張しながら私は頑張る！,,正常,C42_医院の取り組み・理念・特色,0.3016,維持・部分更新,
