video_id,title,url,upload_date,status,lang_used,char_count,file
_2kDHxMmng4,歯を失った時の治療法　インプラントとブリッジの違いについて,https://www.youtube.com/watch?v=_2kDHxMmng4,,✅ 取得成功,ja(自動生成),3149,歯を失った時の治療法　インプラントとブリッジの違いについて.txt
bVdYZvMo3lw,インプラントの本を出版しました【１日で新しい歯を取り戻す奇跡のインプラント　歯がボロボロ・グラグラで食事を楽しめない全ての方にこの本を捧げます】,https://www.youtube.com/watch?v=bVdYZvMo3lw,,✅ 取得成功,ja(自動生成),2001,インプラントの本を出版しました【１日で新しい歯を取り戻す奇跡のインプラント　歯がボロボロ・グラグラで食事を楽しめない全ての方にこの本を捧げます】.txt
1iuCpqgOw8U,【歯科治療恐怖症】歯科医院での治療が怖い方への対処法について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=1iuCpqgOw8U,,✅ 取得成功,ja(自動生成),2954,【歯科治療恐怖症】歯科医院での治療が怖い方への対処法について岡山の歯科医師が解説します.txt
DoogbFREnxw,ホワイトニングで輝く白い歯を！岡山の歯科医師が歯のホワイトニングについて解説します,https://www.youtube.com/watch?v=DoogbFREnxw,,✅ 取得成功,ja(自動生成),2859,ホワイトニングで輝く白い歯を！岡山の歯科医師が歯のホワイトニングについて解説します.txt
Yw4zE0aEvmU,インプラント治療のメリット・デメリットについて岡山の歯科医師が解説します,https://www.youtube.com/watch?v=Yw4zE0aEvmU,,✅ 取得成功,ja(自動生成),4502,インプラント治療のメリット・デメリットについて岡山の歯科医師が解説します.txt
STwhr6BayUg,お口の健康とインフルエンザ予防について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=STwhr6BayUg,,✅ 取得成功,ja(自動生成),2396,お口の健康とインフルエンザ予防について岡山の歯科医師が解説します.txt
_PRCNeybTrw,オールオン４　ザイゴマインプラントの研修にブラジルのサンパウロに行って来ました,https://www.youtube.com/watch?v=_PRCNeybTrw,,✅ 取得成功,ja(自動生成),5462,オールオン４　ザイゴマインプラントの研修にブラジルのサンパウロに行って来ました.txt
gseHHIrly8Y,書籍「１日で新しい歯を取り戻す奇跡のインプラント　オールオン４」,https://www.youtube.com/watch?v=gseHHIrly8Y,,✅ 取得成功,ja(自動生成),2244,書籍「１日で新しい歯を取り戻す奇跡のインプラント　オールオン４」.txt
SlqhQ3NwGT0,本当はどうなの？インプラント治療　メリット・デメリットを教えます！,https://www.youtube.com/watch?v=SlqhQ3NwGT0,,✅ 取得成功,ja(自動生成),3101,本当はどうなの？インプラント治療　メリット・デメリットを教えます！.txt
TSXc1ttUDWI,最新の歯周病治療を岡山市のなかの歯科・矯正歯科クリニックでは行っています,https://www.youtube.com/watch?v=TSXc1ttUDWI,,✅ 取得成功,ja(自動生成),2996,最新の歯周病治療を岡山市のなかの歯科・矯正歯科クリニックでは行っています.txt
eVD_dcN4EGg,根管治療　虫歯が神経まで進行した場合の治療の注意点について解説します,https://www.youtube.com/watch?v=eVD_dcN4EGg,,✅ 取得成功,ja(自動生成),3358,根管治療　虫歯が神経まで進行した場合の治療の注意点について解説します.txt
TeBUK3wgkIQ,歯を失った時の治療法について,https://www.youtube.com/watch?v=TeBUK3wgkIQ,,✅ 取得成功,ja(自動生成),3123,歯を失った時の治療法について.txt
8LYw4yW0GqI,大人の見えない矯正　何歳になってもできる？　矯正の費用と治療期間について解説します,https://www.youtube.com/watch?v=8LYw4yW0GqI,,✅ 取得成功,ja(自動生成),3047,大人の見えない矯正　何歳になってもできる？　矯正の費用と治療期間について解説します.txt
alfyuaRDnpU,最新のCTを導入しました　岡山市北区　なかの歯科・矯正歯科クリニック,https://www.youtube.com/watch?v=alfyuaRDnpU,,✅ 取得成功,ja(自動生成),1472,最新のCTを導入しました　岡山市北区　なかの歯科・矯正歯科クリニック.txt
QC7-RBTMEnM,女性に多い顎関節症の治療について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=QC7-RBTMEnM,,✅ 取得成功,ja(自動生成),3030,女性に多い顎関節症の治療について岡山の歯科医師が解説します.txt
6AVyXmxD0b0,口臭でお悩みの方へ　岡山の歯科医師が口臭対策について解説します,https://www.youtube.com/watch?v=6AVyXmxD0b0,,✅ 取得成功,ja(自動生成),2959,口臭でお悩みの方へ　岡山の歯科医師が口臭対策について解説します.txt
VzzbzVhx_Io,最新の虫歯治療について岡山の歯科医師がお話します,https://www.youtube.com/watch?v=VzzbzVhx_Io,,✅ 取得成功,ja(自動生成),2916,最新の虫歯治療について岡山の歯科医師がお話します.txt
677C687VWKw,審美歯科治療　輝く笑顔は白い歯から　メリット・デメリットついてお話します,https://www.youtube.com/watch?v=677C687VWKw,,✅ 取得成功,ja(自動生成),3234,審美歯科治療　輝く笑顔は白い歯から　メリット・デメリットついてお話します.txt
p4uP9GIBvFQ,マウスピース矯正インビザラインについて　岡山で歯並び矯正治療をお考えの方へ,https://www.youtube.com/watch?v=p4uP9GIBvFQ,,✅ 取得成功,ja(自動生成),5405,マウスピース矯正インビザラインについて　岡山で歯並び矯正治療をお考えの方へ.txt
M3XGZ6tvXgE,歯周病の予防について岡山の歯科医師が詳しく解説します,https://www.youtube.com/watch?v=M3XGZ6tvXgE,,✅ 取得成功,ja(自動生成),2637,歯周病の予防について岡山の歯科医師が詳しく解説します.txt
eJxDVZTE138,【オールオン４】歯がボロボロ・ガタガタな方が1日で歯を抜いてインプラントを入れて仮歯まで入るオールオン４とは？,https://www.youtube.com/watch?v=eJxDVZTE138,,✅ 取得成功,ja(自動生成),5257,【オールオン４】歯がボロボロ・ガタガタな方が1日で歯を抜いてインプラントを入れて仮歯まで入るオールオン４とは？.txt
8SR-jvC5YHo,歯の定期検診　歯のクリーニングを受けて健康な毎日を！,https://www.youtube.com/watch?v=8SR-jvC5YHo,,✅ 取得成功,ja(自動生成),6562,歯の定期検診　歯のクリーニングを受けて健康な毎日を！.txt
alS6B5N_P8E,週刊ダイヤモンド　後悔しない歯医者選び　岡山の歯科医師が解説します,https://www.youtube.com/watch?v=alS6B5N_P8E,,✅ 取得成功,ja(自動生成),5049,週刊ダイヤモンド　後悔しない歯医者選び　岡山の歯科医師が解説します.txt
xWMMo_n3HA4,なかの歯科・矯正歯科クリニックのここが悪いストレスを感じる６選！,https://www.youtube.com/watch?v=xWMMo_n3HA4,,✅ 取得成功,ja(自動生成),3468,なかの歯科・矯正歯科クリニックのここが悪いストレスを感じる６選！.txt
8SPMM_eanfs,歯周病　歯槽膿漏のおはなし　岡山の歯科医師が歯周病　歯槽膿漏について解説します,https://www.youtube.com/watch?v=8SPMM_eanfs,,✅ 取得成功,ja(自動生成),3330,歯周病　歯槽膿漏のおはなし　岡山の歯科医師が歯周病　歯槽膿漏について解説します.txt
AdxIa7SCDAY,虫歯のおはなし　岡山の歯科医師が虫歯について解説します,https://www.youtube.com/watch?v=AdxIa7SCDAY,,✅ 取得成功,ja(自動生成),2719,虫歯のおはなし　岡山の歯科医師が虫歯について解説します.txt
gwf2vX1A9IY,上の顎で骨が無い場合のインプラント治療について　岡山で多くの治療実績があります,https://www.youtube.com/watch?v=gwf2vX1A9IY,,✅ 取得成功,ja(自動生成),2763,上の顎で骨が無い場合のインプラント治療について　岡山で多くの治療実績があります.txt
rKKDScnzLtc,【歯科定期検診】なぜ治療が終わった後定期的に歯医者さんに行かないといけないか？,https://www.youtube.com/watch?v=rKKDScnzLtc,,✅ 取得成功,ja(自動生成),3115,【歯科定期検診】なぜ治療が終わった後定期的に歯医者さんに行かないといけないか？.txt
MgP7Y8LDeqo,歯周病予防　歯周病は全身の健康にも悪い影響を及ぼします,https://www.youtube.com/watch?v=MgP7Y8LDeqo,,✅ 取得成功,ja(自動生成),2242,歯周病予防　歯周病は全身の健康にも悪い影響を及ぼします.txt
JJnO3JSr4h4,歯科の往診【訪問歯科診療】を岡山市北区のなかの歯科・矯正歯科クリニックでは行っています,https://www.youtube.com/watch?v=JJnO3JSr4h4,,✅ 取得成功,ja(自動生成),3719,歯科の往診【訪問歯科診療】を岡山市北区のなかの歯科・矯正歯科クリニックでは行っています.txt
4nKDJmJp4iY,歯の詰めもの　被せもの　保険で治す？自費で治す？　保険　自費のメリット・デメリットについて,https://www.youtube.com/watch?v=4nKDJmJp4iY,,✅ 取得成功,ja(自動生成),2897,歯の詰めもの　被せもの　保険で治す？自費で治す？　保険　自費のメリット・デメリットについて.txt
sv8rcIFnjLA,歯科衛生士のお仕事について　岡山のなかの歯科・矯正歯科クリニックでは歯科衛生士さんを大募集しています,https://www.youtube.com/watch?v=sv8rcIFnjLA,,✅ 取得成功,ja(自動生成),3326,歯科衛生士のお仕事について　岡山のなかの歯科・矯正歯科クリニックでは歯科衛生士さんを大募集しています.txt
kIvBq9fufRw,歯周病と糖尿病　放置するとどうなる？　岡山の「なかの歯科・矯正歯科クリニック」お口の健康と全身の健康を守る歯周病治療に力を入れています,https://www.youtube.com/watch?v=kIvBq9fufRw,,✅ 取得成功,ja(自動生成),2948,歯周病と糖尿病　放置するとどうなる？　岡山の「なかの歯科・矯正歯科クリニック」お口の健康と全身の健康を守る歯周病治療に力を入れています.txt
aA3Jl_1l6sg,歯とお口の定期検診　岡山のなかの歯科・矯正歯科クリニック　院長の中野浩輔がおススメ！,https://www.youtube.com/watch?v=aA3Jl_1l6sg,,✅ 取得成功,ja(自動生成),3280,歯とお口の定期検診　岡山のなかの歯科・矯正歯科クリニック　院長の中野浩輔がおススメ！.txt
NF_CpWFJmgM,良い歯科医院選びのポイント,https://www.youtube.com/watch?v=NF_CpWFJmgM,,✅ 取得成功,ja(自動生成),6825,良い歯科医院選びのポイント.txt
fmzQop65MOE,【オールオン４】歯を失った時の治療法について,https://www.youtube.com/watch?v=fmzQop65MOE,,✅ 取得成功,ja(自動生成),9578,【オールオン４】歯を失った時の治療法について.txt
Cty6XYTlNzE,オールオン４　少数歯残存無歯顎症例の治療戦略について,https://www.youtube.com/watch?v=Cty6XYTlNzE,,✅ 取得成功,ja(自動生成),3970,オールオン４　少数歯残存無歯顎症例の治療戦略について.txt
p89eFVhXU54,歯を抜いた後　何もしない治療法　あり？なし？岡山の歯医者が解説します,https://www.youtube.com/watch?v=p89eFVhXU54,,✅ 取得成功,ja(自動生成),1756,歯を抜いた後　何もしない治療法　あり？なし？岡山の歯医者が解説します.txt
EHJS8vx3UXA,痛かった歯が痛くなくなった人は注意！,https://www.youtube.com/watch?v=EHJS8vx3UXA,,✅ 取得成功,ja(自動生成),1634,痛かった歯が痛くなくなった人は注意！.txt
PmPoNzxzxqw,歯の定期検診の大切さ歯科衛生士さんに教えてもらいました,https://www.youtube.com/watch?v=PmPoNzxzxqw,,✅ 取得成功,ja(自動生成),2236,歯の定期検診の大切さ歯科衛生士さんに教えてもらいました.txt
Amv2xkL0N6s,オールオン４についての本を出版します,https://www.youtube.com/watch?v=Amv2xkL0N6s,,✅ 取得成功,ja(自動生成),4537,オールオン４についての本を出版します.txt
ZHIgM5Wp_f8,セルフホワイトニングでトラブル急増！,https://www.youtube.com/watch?v=ZHIgM5Wp_f8,,✅ 取得成功,ja(自動生成),3270,セルフホワイトニングでトラブル急増！.txt
VtUbbsid8Qk,歯を白くする歯のホワイトニング　岡山の歯医者で受ける安心安全な医療ホワイトニング,https://www.youtube.com/watch?v=VtUbbsid8Qk,,✅ 取得成功,ja(自動生成),4386,歯を白くする歯のホワイトニング　岡山の歯医者で受ける安心安全な医療ホワイトニング.txt
dwMKB-prQ0A,オールオン４最後の砦　歯がボロボログラグラでお悩みの方へ,https://www.youtube.com/watch?v=dwMKB-prQ0A,,✅ 取得成功,ja(自動生成),2615,オールオン４最後の砦　歯がボロボログラグラでお悩みの方へ.txt
1TZXJFOga_g,オールオン４は全ての人に適しているか？,https://www.youtube.com/watch?v=1TZXJFOga_g,,✅ 取得成功,ja(自動生成),3573,オールオン４は全ての人に適しているか？.txt
dHRk0DmPOLA,マウスピース矯正インビザライン　夏に増えています,https://www.youtube.com/watch?v=dHRk0DmPOLA,,✅ 取得成功,ja(自動生成),5572,マウスピース矯正インビザライン　夏に増えています.txt
58Z10NPCH6w,オールオン4　最後の砦　歯がボロボロ　ガタガタでお困りの方へ,https://www.youtube.com/watch?v=58Z10NPCH6w,,✅ 取得成功,ja(自動生成),3105,オールオン4　最後の砦　歯がボロボロ　ガタガタでお困りの方へ.txt
T4p5TDHdqjc,オールオン４の研修を受けるためポルトガルのリスボン　マロ・クリニックへ行きました,https://www.youtube.com/watch?v=T4p5TDHdqjc,,✅ 取得成功,ja(自動生成),2747,オールオン４の研修を受けるためポルトガルのリスボン　マロ・クリニックへ行きました.txt
ax4X_aHceSc,オールオン４を学ぶきっかけになったある女性のお話,https://www.youtube.com/watch?v=ax4X_aHceSc,,✅ 取得成功,ja(自動生成),3144,オールオン４を学ぶきっかけになったある女性のお話.txt
hNM6ogpbobM,悪い歯医者に騙されない！,https://www.youtube.com/watch?v=hNM6ogpbobM,,✅ 取得成功,ja(自動生成),4326,悪い歯医者に騙されない！.txt
aKzA-ZF4ggI,夏場に多いマウスピース矯正インビザラインについて,https://www.youtube.com/watch?v=aKzA-ZF4ggI,,✅ 取得成功,ja(自動生成),2995,夏場に多いマウスピース矯正インビザラインについて.txt
4mrjI2XzSh4,夏本番！歯を白くするホームホワイトニングで輝く笑顔を,https://www.youtube.com/watch?v=4mrjI2XzSh4,,✅ 取得成功,ja(自動生成),2041,夏本番！歯を白くするホームホワイトニングで輝く笑顔を.txt
b1xUA0_7jmg,【入れ歯】保険と自費の入れ歯　何が違うの？,https://www.youtube.com/watch?v=b1xUA0_7jmg,,✅ 取得成功,ja(自動生成),3015,【入れ歯】保険と自費の入れ歯　何が違うの？.txt
XqPMlUnE_kA,ホワイトニング　夏本番　輝く白い歯　岡山の歯医者で月々ワンコイン　５年間のホワイトニング　なかのメソッド,https://www.youtube.com/watch?v=XqPMlUnE_kA,,✅ 取得成功,ja(自動生成),2096,ホワイトニング　夏本番　輝く白い歯　岡山の歯医者で月々ワンコイン　５年間のホワイトニング　なかのメソッド.txt
yY_ywewv5qU,なかの歯科・矯正歯科クリニックの強み７選,https://www.youtube.com/watch?v=yY_ywewv5qU,,✅ 取得成功,ja(自動生成),6155,なかの歯科・矯正歯科クリニックの強み７選.txt
2CvciKu1KOk,オールオン４　記憶に残る患者様３名について,https://www.youtube.com/watch?v=2CvciKu1KOk,,✅ 取得成功,ja(自動生成),4484,オールオン４　記憶に残る患者様３名について.txt
1iK2XQ3Q1ow,【ホームホワイトニング】ご家庭で手軽にできるホワイトニングについて,https://www.youtube.com/watch?v=1iK2XQ3Q1ow,,✅ 取得成功,ja(自動生成),790,【ホームホワイトニング】ご家庭で手軽にできるホワイトニングについて.txt
VOVQNwCWpdc,夏本番　歯を白くする歯のホワイトニング　岡山の「なかの歯科・矯正歯科クリニック」ではワンコインで５年間　歯のホワイトニングを受けることができます,https://www.youtube.com/watch?v=VOVQNwCWpdc,,✅ 取得成功,ja(自動生成),1209,夏本番　歯を白くする歯のホワイトニング　岡山の「なかの歯科・矯正歯科クリニック」ではワンコインで５年間　歯のホワイトニングを受けることができます.txt
9ZBda6Fy2No,【インビザライン】透明なマウスピースで目立たないからこっそり歯並び矯正治療ができます,https://www.youtube.com/watch?v=9ZBda6Fy2No,,✅ 取得成功,ja(自動生成),1916,【インビザライン】透明なマウスピースで目立たないからこっそり歯並び矯正治療ができます.txt
GN75BQQxUFo,インプラント治療　歯を失った時の治療法について,https://www.youtube.com/watch?v=GN75BQQxUFo,,✅ 取得成功,ja(自動生成),2588,インプラント治療　歯を失った時の治療法について.txt
APerZQhp3Tk,インビザライン　再スキャン　あり得ない！　歯科衛生士さんに質問！,https://www.youtube.com/watch?v=APerZQhp3Tk,,✅ 取得成功,ja(自動生成),2530,インビザライン　再スキャン　あり得ない！　歯科衛生士さんに質問！.txt
kJu4_uQ8j3s,あなたの歯が割れる！歯根破折について,https://www.youtube.com/watch?v=kJu4_uQ8j3s,,✅ 取得成功,ja(自動生成),4857,あなたの歯が割れる！歯根破折について.txt
0cG2_yALRbY,院長の中野がおススメする歯とお口の定期検診,https://www.youtube.com/watch?v=0cG2_yALRbY,,✅ 取得成功,ja(自動生成),2261,院長の中野がおススメする歯とお口の定期検診.txt
OBDKrmSRs28,歯周病を放置すると？　歯周病と糖尿病の関係について,https://www.youtube.com/watch?v=OBDKrmSRs28,,✅ 取得成功,ja(自動生成),2122,歯周病を放置すると？　歯周病と糖尿病の関係について.txt
h9s-5gBvE5A,オールオン4をしたいけど心配な方へ,https://www.youtube.com/watch?v=h9s-5gBvE5A,,✅ 取得成功,ja(自動生成),4841,オールオン4をしたいけど心配な方へ.txt
UHzEObt_4rw,なかの歯科・矯正歯科クリニックのアニメでわかる補てつ治療　歯の詰めもの・被せもの　保険で治す　自費で治す,https://www.youtube.com/watch?v=UHzEObt_4rw,,✅ 取得成功,ja(自動生成),1035,なかの歯科・矯正歯科クリニックのアニメでわかる補てつ治療　歯の詰めもの・被せもの　保険で治す　自費で治す.txt
3RvYllVSxik,お子さんの歯並び矯正　はじめるタイミングが大切です,https://www.youtube.com/watch?v=3RvYllVSxik,,✅ 取得成功,ja(自動生成),3314,お子さんの歯並び矯正　はじめるタイミングが大切です.txt
oforVBkpjYs,歯を抜く前に要チェック！歯抜いた後に歯が痛くなるNG行動４選,https://www.youtube.com/watch?v=oforVBkpjYs,,✅ 取得成功,ja(自動生成),3467,歯を抜く前に要チェック！歯抜いた後に歯が痛くなるNG行動４選.txt
WfDNY7TINQI,歯の詰めもの・被せもの　保険で治す？自費で治す？,https://www.youtube.com/watch?v=WfDNY7TINQI,,✅ 取得成功,ja(自動生成),3680,歯の詰めもの・被せもの　保険で治す？自費で治す？.txt
Sd6m9W7R2lQ,顎変形症　外科矯正について　インフルエンサー 岡山の美帆さんにインタビュー,https://www.youtube.com/watch?v=Sd6m9W7R2lQ,,✅ 取得成功,ja(自動生成),15033,顎変形症　外科矯正について　インフルエンサー 岡山の美帆さんにインタビュー.txt
UO2Rm7LNFmk,なかの歯科・矯正歯科クリニックのアニメでわかる歯科定期健診,https://www.youtube.com/watch?v=UO2Rm7LNFmk,,✅ 取得成功,ja(自動生成),622,なかの歯科・矯正歯科クリニックのアニメでわかる歯科定期健診.txt
dJwDHtgAjtw,入れ歯　保険の入れ歯と自費の入れ歯　どちらを選べばいいの？,https://www.youtube.com/watch?v=dJwDHtgAjtw,,✅ 取得成功,ja(自動生成),3646,入れ歯　保険の入れ歯と自費の入れ歯　どちらを選べばいいの？.txt
uj1n2pEAYXM,私たちが歯を失う一番の理由　歯周病を防ぐために,https://www.youtube.com/watch?v=uj1n2pEAYXM,,✅ 取得成功,ja(自動生成),5783,私たちが歯を失う一番の理由　歯周病を防ぐために.txt
BVixVoFWuNY,なかの歯科・矯正歯科クリニックの医院理念クレドについて,https://www.youtube.com/watch?v=BVixVoFWuNY,,✅ 取得成功,ja(自動生成),3205,なかの歯科・矯正歯科クリニックの医院理念クレドについて.txt
lCW1iHaFz6s,ザイゴマインプラントを岡山で受けるなら「なかの歯科・矯正歯科クリニック」,https://www.youtube.com/watch?v=lCW1iHaFz6s,,✅ 取得成功,ja(自動生成),2364,ザイゴマインプラントを岡山で受けるなら「なかの歯科・矯正歯科クリニック」.txt
7xFC3AcvYys,インプラント治療の基本１０回シリーズ６回目　岡山のなかの歯科・矯正歯科クリニック　インプラント治療の失敗例とその原因,https://www.youtube.com/watch?v=7xFC3AcvYys,,✅ 取得成功,ja(自動生成),3706,インプラント治療の基本１０回シリーズ６回目　岡山のなかの歯科・矯正歯科クリニック　インプラント治療の失敗例とその原因.txt
_T30O7iYibo,私たちが歯を失う一番の理由　歯周病を防ぐためには？,https://www.youtube.com/watch?v=_T30O7iYibo,,✅ 取得成功,ja(自動生成),2729,私たちが歯を失う一番の理由　歯周病を防ぐためには？.txt
4U1ZlnG58EA,あなたの歯が割れるリスクが！抜歯になる可能性が高い歯根破折について,https://www.youtube.com/watch?v=4U1ZlnG58EA,,✅ 取得成功,ja(自動生成),2572,あなたの歯が割れるリスクが！抜歯になる可能性が高い歯根破折について.txt
RK2DY2HitdY,５０代以上の方必見！「本当は怖いアマルガム」奥歯の詰め物をチェックしましょう　岡山の歯科医師がお話します,https://www.youtube.com/watch?v=RK2DY2HitdY,,✅ 取得成功,ja(自動生成),1577,５０代以上の方必見！「本当は怖いアマルガム」奥歯の詰め物をチェックしましょう　岡山の歯科医師がお話します.txt
BfQGb4m8-Mw,マウスピース矯正　インビザラインについて,https://www.youtube.com/watch?v=BfQGb4m8-Mw,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
RPU0AjApTFY,オールオン4で変わる笑顔！歯科インプラント治療の全て,https://www.youtube.com/watch?v=RPU0AjApTFY,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
CgO_S7Q_ZKM,痛みのない歯科治療　岡山のなかの歯科・矯正歯科クリニックでは痛みに配慮した歯科治療を行っています,https://www.youtube.com/watch?v=CgO_S7Q_ZKM,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
Ii-BXaTw3Zw,歯科の保険が6月から大きく変わります　2024年診療報酬改定のメリットについて,https://www.youtube.com/watch?v=Ii-BXaTw3Zw,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
QwHjN8Y_H0w,良い歯科医院を選ぶ5つのポイント,https://www.youtube.com/watch?v=QwHjN8Y_H0w,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
u_zZkkwnpQE,恐くないインプラント怖くないオールオン４のための静脈内鎮静法セデーションについて,https://www.youtube.com/watch?v=u_zZkkwnpQE,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
3rMILbMDRZY,インプラント治療の基本１０回シリーズ５回目　岡山のなかの歯科・矯正歯科クリニックのインプラント治療の最新技術　痛みを最小限に！,https://www.youtube.com/watch?v=3rMILbMDRZY,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
pvxMeBseJDw,最新の口腔内スキャナー「iTero Lumina」を岡山県で一番に導入しました,https://www.youtube.com/watch?v=pvxMeBseJDw,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
wSvdnp5j34A,インビザライン　やらなきゃよかった？　インビザラインを始めて不安！,https://www.youtube.com/watch?v=wSvdnp5j34A,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
ZQ1ZMrUgLco,若い歯科医師の研修方法　模型実習について,https://www.youtube.com/watch?v=ZQ1ZMrUgLco,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
QZWjtjwVkps,口臭ケア対策　９０％の人が間違っている口臭ケアについて日本口臭学会会員がお伝えします,https://www.youtube.com/watch?v=QZWjtjwVkps,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
YupedFLalwM,盛り過ぎ歯医者に気を付けろ！岡山で安心安全な歯科医院選びのポイントは？,https://www.youtube.com/watch?v=YupedFLalwM,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
VZtdcCzZkbA,インプラント治療の基本１０回シリーズ④　岡山のなかの歯科・矯正歯科クリニックのインプラント治療のリスクと対策,https://www.youtube.com/watch?v=VZtdcCzZkbA,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
MXaIK8-KWH8,むし歯治療と歯周病治療について,https://www.youtube.com/watch?v=MXaIK8-KWH8,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
SDOFwurRvak,ホワイトニング歯磨き粉の闇　本当に白くなるの？,https://www.youtube.com/watch?v=SDOFwurRvak,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
5Dc_wy-_os4,オールオン４　歯がボロボロ　グラグラでお困りの方へおすすめの治療法です,https://www.youtube.com/watch?v=5Dc_wy-_os4,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
wLeoZyjj8eA,若い歯科医師の研修方法　DRマニュアルについて,https://www.youtube.com/watch?v=wLeoZyjj8eA,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
70cwY48Ocrc,良い歯医者の選び方,https://www.youtube.com/watch?v=70cwY48Ocrc,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
k3eCmxV7W1Y,【お口ぽかん】NHKの所さん！事件ですよにコメンテーターとして出演した岡山の歯科医師が「お口ぽかん」について詳しく解説します,https://www.youtube.com/watch?v=k3eCmxV7W1Y,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
cQcb6OicxDo,【入れ歯銀行】NHKの所さん！事件ですよにコメンテーターとして出演した岡山の歯科医師が入れ歯銀行について詳しく解説します,https://www.youtube.com/watch?v=cQcb6OicxDo,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
QEPRtUHsQ3w,【歯髄再生治療】NHKの所さん！事件ですよにコメンテーターとして出演した岡山の歯科医師が歯髄再生治療について詳しく解説します,https://www.youtube.com/watch?v=QEPRtUHsQ3w,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
XWM1Z9kUVVA,インプラントVSブリッジ　あなたはどちらを選びますか？　岡山で歯が抜けたときの治療法　歯科医院選びについて,https://www.youtube.com/watch?v=XWM1Z9kUVVA,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
sMV8ClCBCBI,NHK「所さん！事件ですよ」に岡山のなかの歯科・矯正歯科クリニック　中野浩輔院長が出演します,https://www.youtube.com/watch?v=sMV8ClCBCBI,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
90rY77SL0I4,盛り過ぎ歯医者に気を付けろ！岡山で安心安全な歯科医院選びのポイントをお伝えします,https://www.youtube.com/watch?v=90rY77SL0I4,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
Px4CYk-fibA,岡山大学歯学部の学生さんが見学に！　働きやすい歯科医院づくりのために,https://www.youtube.com/watch?v=Px4CYk-fibA,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
ui_CYdtf3eg,大型歯科医院VS小さい歯科医院　あなたはどっちを選びますか？　メリット・デメリットについてお話します,https://www.youtube.com/watch?v=ui_CYdtf3eg,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
RdPFtsF9l1I,本当はすごーく怖い歯周病 歯槽膿漏のおはなし　岡山のなかの歯科・矯正歯科クリニックでは歯周病 歯槽膿漏の治療を行っています,https://www.youtube.com/watch?v=RdPFtsF9l1I,,❌ 取得失敗: エラー: HTTP Error 429: Too Many Requests,エラー: HTTP Error 429: Too Many Requests,0,
